departure_time,arrival_time,flight_id,aircraft_id,itinerary_no,ticket_no,flight_cost,origin_airport,destination_airport,frequent_flier,travel_date,airplane_model,frequent_flier_no,passenger_name,passenger_country,tail_no,distance,turbulance,temp_at_dept,fuel_consumed_litre,taxi_duration_mins,avg_flight_speed_kmps,engine_performance,passenger_dob,passenger_flight_class
06:01:50,06:55:50,WUA12748,AI872,126403478,IU-42488-XL-678,7152.29,Homestead,Lakeville,True,2022-05-15,Tecnam P92 Eaglet,698154VW,Edwin,Equatorial Guinea,I224VZ,802,8,9.9,7453.0,21.0,653.9,6601,1970-10-12,executive
00:24:50,02:16:50,CDQ50577,AI559,108881902,ZX-72273-OR-832,4914.15,Thomasville,Sachse,True,2021-04-18,De Havilland Canada DHC-2 Beaver,759068AS,Katharina,Lesotho,B795HG,968,2,4.8,7456.4,44.0,563.1,7338,1989-05-30,business
13:01:50,15:29:50,AZX91115,AI509,46485433,PY-72609-OJ-846,4117.85,Southaven,Asbury Park,True,2021-07-07,Airbus A340-500,513762JZ,Clifford,Palestinian Territories,R466UG,5205,1,-6.3,60340.3,41.0,1124.4,37641,1972-12-01,executive
02:21:50,04:21:50,HGG35066,AI222,98027562,XH-83169-RH-529,6142.88,Granite City,Shakopee,True,2021-11-30,Cessna 182 Skylane,016576KI,Maryam,United Kingdom,X669PT,6400,0,1.3,59796.5,23.0,1340.5,56225,1978-08-14,executive
15:21:50,15:35:50,VLS52463,AI248,105027523,DW-03515-ZY-710,6438.18,West Memphis,Shoreline,False,2022-03-21,LET 410,,Taneka,Fiji,S204NI,4821,1,-7.5,61944.2,31.0,1350.5,30840,1974-12-02,executive
16:34:50,18:14:50,KRU19419,AI357,124598594,VF-55774-HO-848,4082.85,Delaware,Shaker Heights,True,2021-03-11,Evektor SportStar,733652DP,Jodee,Czech Republic,U682MQ,4491,0,-10.7,68155.0,68.0,1124.6,30624,1981-11-21,business
12:30:50,13:57:50,GCP15316,AI148,26189160,HY-95775-WD-849,6884.99,Haines City,Natchez,False,2021-10-03,Tupolev Tu-154,,Eldridge,Guernsey,A670SQ,4592,0,-7.7,55958.9,101.0,1130.0,24925,1978-12-25,executive
18:41:50,19:35:50,GQO68538,AI419,96756356,BZ-95009-YK-298,3961.33,New Brighton,Bainbridge Island,True,2022-03-11,Douglas DC-9-20,552037QR,Brett,Togo,X372RZ,5653,0,-9.2,55411.7,36.0,1134.0,42071,1970-10-01,executive
14:18:50,16:53:50,CPD82013,AI821,12470473,MM-06888-AR-222,3138.23,Los Altos,Murfreesboro,False,2021-07-06,Cessna CitationJet,,Cedric,Malawi,N219YA,2533,0,-8.5,23156.8,69.0,912.7,19965,1987-04-02,business
21:23:50,23:47:50,DVD21657,AI400,11066332,SO-27690-VM-072,7748.55,Farmers Branch,Corcoran,False,2021-04-17,Partenavia P.68,,Vivien,Romania,W155FG,583,6,-8.4,7114.5,17.0,512.6,7417,1981-11-21,business
17:54:50,20:28:50,KCT96639,AI724,26897659,CG-82024-YT-315,7864.91,Golden,Wausau,False,2021-11-22,Boeing 767-400ER,,Geoffrey,Croatia,L019DC,3813,0,8.8,68144.9,32.0,930.7,28419,1982-09-11,business
01:29:50,03:43:50,QLO01210,AI198,30218659,VO-23841-SH-362,1184.04,Great Falls,Hobart,False,2022-05-18,McDonnell Douglas MD-88,,Samira,Honduras,J519HH,716,8,-8.9,7404.7,36.0,679.2,5328,1971-10-24,executive
05:53:50,08:28:50,TLF48225,AI485,198024146,WV-65171-XZ-795,2512.65,Woodland,Vista,False,2021-05-08,British Aerospace Jetstream 31,,Burt,Nauru,O001JQ,2969,1,3.6,23082.1,36.0,944.9,20972,1972-10-18,executive
05:49:50,08:34:50,WII62177,AI217,129309340,YD-40783-VJ-365,6892.71,Rutland,Aliso Viejo,False,2021-05-14,Airbus A300C4,,Halina,Croatia,Z618GB,1675,1,-5.8,25888.8,89.0,829.2,13397,1968-05-02,executive
21:35:50,23:35:50,VMM19753,AI166,180395036,ZH-33406-VX-266,4411.78,Crestview,Fullerton,False,2021-12-26,Team Rocket F1,,Johnny,Côte d’Ivoire,G766HI,5124,0,-5.9,68080.3,47.0,1002.5,38585,1970-03-06,executive
01:48:50,03:53:50,MLJ76967,AI029,52418486,BF-70838-TK-149,1345.91,The Colony,Imperial Beach,False,2021-02-08,Bombardier Global Express,,Slyvia,Nicaragua,T451DH,4851,1,-2.2,57824.1,113.0,1143.7,29238,1987-12-06,business
07:18:50,09:09:50,JYR74847,AI652,148417548,KD-49500-HG-853,4891.31,Newport News,Camarillo,True,2022-05-05,Embraer RJ145,032512EY,Tom,Armenia,V432ZM,3215,0,-11.9,44265.4,91.0,952.7,27027,1974-02-18,executive
11:40:50,12:20:50,BDJ31114,AI423,12156169,EE-58203-GF-102,4952.33,Corpus Christi,Gladstone,True,2021-05-08,Boeing 737-600,096465BP,Jimmie,Slovakia,E172SC,1372,4,2.5,16024.2,63.0,801.7,17690,1969-04-29,executive
14:59:50,16:07:50,OAF06447,AI763,118318552,NN-16567-MW-595,7250.32,Rockwall,Klamath Falls,True,2021-12-22,Beechcraft Baron,901374EY,Thresa,Bangladesh,I902UO,1095,5,-1.3,17587.1,112.0,807.0,17775,1973-10-27,executive
13:13:50,13:58:50,CRY58433,AI825,13621790,YS-17332-JL-378,1664.45,Peabody,West Palm Beach,False,2021-06-30,Boeing 737-700,,Art,Sudan,U530VP,1847,0,1.0,18126.5,15.0,844.6,15857,1985-04-05,business
17:59:50,19:24:50,AJE67398,AI804,90999940,EK-26472-KV-573,6886.91,Sycamore,Napa,False,2021-09-28,Lockheed L-188 Electra,,Lenard,Tanzania,K170UD,5557,1,9.9,58931.0,32.0,1193.0,45316,1984-12-31,business
17:02:50,18:57:50,TUQ94311,AI570,32439236,DO-79445-PF-959,4574.49,Las Cruces,Zion,False,2021-06-25,Boeing 747-300,,See,Italy,S991HY,6033,1,-11.8,68741.7,104.0,1332.0,59458,1988-09-17,business
00:45:50,02:26:50,VOK15472,AI429,130492671,PE-48585-RK-425,5906.89,Claremore,Norwich,True,2022-04-18,Partenavia P.68,847711MP,Erick,South Georgia & South Sandwich Islands,W621MI,1402,5,-6.4,14976.2,107.0,840.4,10930,1995-07-13,premium economy
22:10:50,00:06:50,INS01373,AI543,78709828,YH-07222-BJ-452,4863.12,Cranston,Atascadero,True,2021-02-17,Boeing 727-200,228423LA,Claretta,Argentina,H430OF,6380,0,10.0,69758.2,54.0,1579.8,54079,1978-03-29,executive
06:07:50,08:11:50,UIZ60810,AI044,126309409,SY-86425-CL-455,900.11,Grayslake,Port Arthur,True,2022-05-26,Grumman G-73 Turbo Mallard,984942BK,Nick,Åland Islands,O360FF,3101,0,0.1,48520.9,37.0,988.5,27022,1978-05-19,executive
21:57:50,22:45:50,QCG52454,AI576,192416486,YR-76558-VJ-966,6893.95,Liberty,Keller,True,2021-05-19,Antonov AN-28,092659KC,Dani,Bosnia & Herzegovina,R712TG,1329,7,9.1,13572.9,37.0,829.7,10372,1974-12-03,executive
16:15:50,17:25:50,EEY27130,AI040,193416151,FK-25033-RG-440,4336.9,Daphne,Margate,True,2021-10-19,Airbus A330-300,774493EL,Byron,Maldives,M525EO,4062,0,-5.6,67760.9,17.0,1359.9,30115,1971-04-02,executive
00:12:50,01:15:50,TYX92795,AI429,129613867,VP-45032-DA-724,3008.37,Norfolk,Hudson,False,2022-06-11,COMAC C919,,Vertie,Pakistan,T862JX,1861,0,-10.1,21438.3,70.0,840.2,12452,1992-03-05,premium economy
18:11:50,21:02:50,YGF56482,AI839,138045476,AO-72869-AL-455,7930.16,Danbury,Parma Heights,False,2021-02-07,Cessna Citation V,,Jenise,Guinea,B156IY,6030,0,-11.9,65016.0,88.0,1689.4,58079,1987-06-28,business
22:47:50,01:05:50,KME29123,AI527,115557252,PG-29278-MD-443,2480.04,Prior Lake,Maple Heights,True,2021-07-05,Cessna Citation Excel,398482RV,Forrest,Côte d’Ivoire,U507XP,5837,0,-7.8,66752.2,41.0,1192.1,42753,1979-07-13,executive
11:44:50,12:20:50,UBD08057,AI976,197397383,TH-90769-FC-114,2726.99,Westmont,Kingsville,False,2022-02-15,Ilyushin IL62,,Cayla,Nicaragua,M180RU,658,6,-2.3,7162.7,41.0,556.5,5477,1974-03-30,executive
18:20:50,19:36:50,ZJH98170,AI063,142446712,PH-92190-XE-635,2056.75,El Dorado,Gladstone,False,2021-10-20,Airbus A320neo,,Terisa,Hungary,G963YB,1269,2,-13.9,13162.6,96.0,800.7,14187,1987-01-14,business
20:48:50,22:59:50,XDS95774,AI770,44318318,DH-38993-PF-466,646.97,Van Buren,Maricopa,True,2022-01-19,Antonov An-148,888452ZI,Quincy,Paraguay,P297RJ,3989,0,-13.4,67492.8,49.0,968.5,28612,1975-04-27,executive
16:27:50,17:00:50,GPL57336,AI776,193442723,GR-88274-VT-732,5162.75,South Burlington,Taylorsville,False,2021-06-26,Convair Convair CV-600,,Markus,Fiji,V736VP,2539,1,-9.0,22505.8,117.0,922.7,19308,1976-08-02,executive
02:50:50,03:37:50,NBR00026,AI652,38194391,CP-71438-IM-217,6275.19,Pascagoula,Tucson,True,2022-04-20,De Havilland Canada DHC-4 Caribou,313274ZY,Bruno,Yemen,D372GY,1219,2,-14.6,16409.7,113.0,820.1,12288,1991-12-25,premium economy
19:44:50,21:03:50,EVR03677,AI938,123158575,XF-82376-IQ-041,553.4,Jupiter,Sycamore,False,2022-02-20,Bombardier 415,,Moises,U.S. Virgin Islands,O665EC,2217,0,-12.1,19216.0,74.0,904.0,19218,1989-08-22,business
07:46:50,10:29:50,AIV93673,AI593,29584877,AW-09374-RO-375,5840.84,Louisville,Piqua,False,2021-09-04,Team Rocket F1,,Samuel,Myanmar,S404JH,3261,1,-14.6,55833.7,98.0,945.6,26600,1994-11-25,premium economy
22:21:50,23:48:50,MNX49629,AI156,29418491,DM-97044-VM-711,1274.35,Napa,Missoula,False,2022-01-17,Harbin Yunshuji Y12,,Granville,Ascension Island,C116FC,5184,0,0.2,68068.1,99.0,1299.3,42656,1970-12-07,executive
18:30:50,19:58:50,UKL35366,AI068,132545293,CC-87911-MZ-561,6634.44,West Bend,Cambridge,False,2021-09-19,Tupolev Tu-144,,Keren,Algeria,K797BF,6113,1,-11.2,62657.9,39.0,1582.8,55912,1977-07-30,executive
21:44:50,21:58:50,GQZ87381,AI560,122617707,EI-43786-JG-842,7943.19,Hazleton,Northbrook,False,2022-01-04,Airbus A340-200,,Lester,Tristan da Cunha,S275QP,872,4,-13.3,7173.7,23.0,630.5,7925,1992-12-12,premium economy
16:47:50,17:30:50,WUM93172,AI662,98082627,YC-87301-PZ-230,7308.02,Atlanta,Tempe,True,2021-11-09,Socata TB-20 Trinidad,274613KO,Mathilda,Antarctica,Y887FU,4433,1,-0.9,69430.4,115.0,1169.7,26418,1978-11-30,executive
22:57:50,23:56:50,IDE13529,AI107,155486965,ZD-08945-AA-190,5583.96,Redlands,Albert Lea,False,2022-04-29,Embraer Praetor 500,,Jeffie,Benin,F626NT,5644,1,6.0,58906.7,24.0,1036.7,46357,1988-11-25,business
00:41:50,03:16:50,YTN10174,AI830,173014095,PZ-35880-HA-848,4354.13,North Richland Hills,Ocoee,False,2021-12-19,Boeing 737-900,,Tabetha,Congo - Brazzaville,I532UL,5827,1,-1.1,64561.1,113.0,1246.1,46118,1987-02-08,business
16:18:50,17:30:50,NSE31400,AI310,156316946,VN-86106-BM-423,7285.95,Gilroy,Hamtramck,False,2022-05-05,Learjet 60,,Makeda,Algeria,N684UX,3832,0,-14.6,56249.7,112.0,920.3,27530,1992-01-11,premium economy
20:00:50,20:19:50,WBR39287,AI547,128723574,XX-40315-BA-715,1000.45,Marietta,East Palo Alto,False,2021-02-16,Antonov AN-24,,Gabriele,Macau SAR China,W263CO,3667,1,-14.4,62784.8,116.0,975.0,28539,1980-01-17,business
22:21:50,23:10:50,SOZ79994,AI735,157453296,MU-28514-EZ-986,7894.58,Nashua,Loveland,False,2021-11-27,Cessna Citation VI,,Christopher,Montenegro,W756BQ,658,5,5.0,7451.2,66.0,676.1,6722,1985-02-07,business
02:42:50,05:35:50,RFA77277,AI799,135448139,XZ-08408-OP-555,6476.8,Temple City,Alpharetta,False,2021-02-21,Boeing 747-8I,,Trinidad,Zimbabwe,D543JY,5728,1,-7.8,55144.9,37.0,1075.6,40459,1995-04-07,premium economy
11:23:50,12:46:50,VYU19974,AI679,178485227,GS-98039-PU-076,2754.7,Kent,Norton Shores,True,2021-07-09,CASA/IPTN CN-235,045828QO,Joette,Kuwait,C069HQ,1369,7,-14.7,13050.6,79.0,846.2,11831,1968-06-25,executive
03:48:50,05:50:50,LCJ99305,AI509,89158185,ET-63770-VX-948,4394.89,Plainfield,Laguna Beach,False,2021-08-14,Embraer Praetor 500,,Anjanette,Mexico,G176NL,1671,0,-6.0,25177.3,67.0,847.0,12306,1987-09-10,business
22:25:50,23:54:50,HLR68272,AI458,175528958,HZ-49630-DQ-974,2564.92,Bremerton,Wheaton,False,2021-10-24,Avro RJ85,,Margit,Marshall Islands,M625NB,533,7,-8.7,7087.1,28.0,651.3,6467,1975-08-05,executive
20:06:50,20:58:50,ZWN12181,AI289,10341963,FX-17754-RI-602,2676.78,Wayne,West Fargo,True,2022-05-29,Boeing 737 MAX 8,910543UI,Maple,Lesotho,N639MW,4399,1,5.0,67514.4,99.0,1362.7,26366,1976-12-14,executive
03:09:50,05:37:50,UHM36559,AI101,86752818,GL-80368-VI-051,586.29,Wheat Ridge,Allen Park,True,2021-08-28,De Havilland Canada DHC-7 Dash 7,465131HJ,Kenny,Palau,K523AL,2897,0,-9.2,22799.1,83.0,948.7,20677,1987-09-30,business
23:50:50,01:28:50,VCL29475,AI644,118791302,UL-89061-UI-433,5791.01,Raytown,Salt Lake City,True,2021-03-13,Lockheed L-1049 Super Constellation,103751FF,Sid,St. Kitts & Nevis,J593OW,6290,1,-2.4,64816.6,48.0,1439.2,58841,1983-09-18,business
14:23:50,15:41:50,TOK83594,AI640,83247159,RK-08159-BO-137,7085.32,Sterling Heights,North Ridgeville,True,2021-03-24,Boeing 747SR,850643GR,Ambrose,Ireland,A570QI,2096,0,-6.5,18743.6,113.0,948.5,17537,1968-12-18,executive
14:32:50,17:10:50,GYK90728,AI127,95818493,OS-49975-QL-842,4374.89,Appleton,Tinton Falls,False,2021-08-28,Airbus A340-300,,Leonarda,Sierra Leone,Y276JG,3635,0,-9.5,69056.2,82.0,929.0,29980,1990-05-06,premium economy
18:24:50,19:21:50,PNN01572,AI235,20376986,AW-10773-OH-399,3954.37,Benicia,Oregon,True,2022-05-10,Cessna 162,803620SI,Maira,Poland,B388IQ,5481,1,-9.5,59013.4,83.0,1268.2,42377,1992-12-15,premium economy
19:13:50,20:50:50,XTU69800,AI226,39422851,FS-48315-WD-878,5188.25,Tuscaloosa,Beverly,True,2021-04-02,De Havilland Canada DHC-8-200 Dash 8,424316UD,Allyn,Caribbean Netherlands,B326SL,1688,1,-13.2,29246.8,104.0,819.1,10098,1969-09-24,executive
10:56:50,12:15:50,HWP39960,AI009,185938621,GW-52603-MJ-621,6297.45,Bullhead City,Medford,False,2021-10-20,Bombardier Global Express,,Blaine,Mozambique,T226XO,5100,1,3.6,57891.0,50.0,1190.6,43693,1966-08-13,executive
16:49:50,19:26:50,TNU79227,AI920,140461738,SX-37571-IQ-487,1864.83,Mountlake Terrace,Bowling Green,False,2021-11-16,Embraer 195,,Benny,Cuba,M300AS,6145,0,-13.0,68500.3,17.0,1782.6,53295,1985-05-02,business
16:53:50,18:05:50,AAW41808,AI097,127322429,TL-79067-OY-312,4539.57,Riverton,McKinney,False,2022-03-10,Grumman G-73 Turbo Mallard,,Alexis,Thailand,N199MO,4200,1,-5.4,58427.1,24.0,1123.2,26559,1985-02-05,business
23:55:50,02:34:50,XGU25202,AI011,21408873,BU-37444-RF-572,3100.96,Webster Groves,Diamond Bar,False,2022-05-03,Aerospatiale SN.601 Corvette,,Leon,Macau SAR China,Q340NA,4155,1,-7.7,66717.8,53.0,1001.5,24493,1970-11-11,executive
06:41:50,08:08:50,HWS00884,AI796,51369019,CG-90607-ZL-785,6673.33,Lemon Grove,Fridley,False,2021-07-05,NAMC YS-11,,Mitchel,Yemen,C143KU,1273,5,2.1,16558.8,41.0,844.5,17164,1981-06-28,business
18:47:50,20:18:50,MUA61620,AI835,105155372,SW-67693-ZL-767,1199.01,Plattsburgh,Kenosha,True,2021-06-25,Airbus A330-300,770321RF,Wilfredo,Ghana,U921MH,3730,0,-5.4,56930.0,15.0,929.6,25487,1990-08-27,premium economy
18:48:50,21:34:50,UXH03072,AI975,49164900,WV-11042-XG-794,6342.15,Maple Heights,Cambridge,False,2021-06-12,Lockheed L-188 Electra,,Roderick,Cameroon,P888TH,2366,1,-14.9,18655.1,116.0,915.5,15863,1994-12-06,premium economy
07:02:50,08:40:50,SXH04294,AI220,123451790,IH-72288-OL-232,6505.54,Copperas Cove,Marina,True,2021-05-23,Boeing 777-300ER,969567JY,Isidro,Malawi,C875KI,613,4,-11.6,7356.3,16.0,659.7,6424,1971-04-06,executive
11:08:50,13:41:50,QZC04260,AI632,49976373,CJ-99321-JW-832,1684.69,Yorba Linda,Port Angeles,False,2021-05-19,Canadair Regional Jet 700,,Foster,Puerto Rico,E315VD,5887,1,-11.0,69101.6,82.0,1100.6,45237,1992-09-30,premium economy
20:11:50,21:05:50,UTI68450,AI720,159368765,QZ-29422-DE-545,5087.55,Fairbanks,Ottawa,False,2022-05-22,McDonnell Douglas MD-11,,Lucien,Bangladesh,L985CQ,2924,1,6.7,23401.9,87.0,924.2,22008,1982-09-07,business
09:16:50,11:25:50,CNA05234,AI912,69452455,MH-61960-RK-218,5706.71,Onalaska,Homewood,True,2021-08-28,Boeing 737-200,265039DQ,Burl,Falkland Islands,D957BL,2256,0,-8.0,19903.4,107.0,908.5,19645,1975-05-05,executive
08:01:50,08:22:50,QOT01764,AI508,86112635,MI-00707-BC-061,4661.72,Havelock,East Orange,True,2021-05-03,Embraer E190-E2,895532XQ,Talitha,Guadeloupe,D114XG,2680,1,0.6,23621.1,85.0,903.2,20281,1984-09-12,business
23:17:50,00:09:50,TVF64471,AI772,157931752,IC-04548-FY-559,7342.84,St. Paul,San Juan Capistrano,False,2022-04-13,Airbus A320,,Shaunna,Guadeloupe,I919PE,6429,1,6.0,68217.0,82.0,1239.1,52953,1975-08-17,executive
23:25:50,23:41:50,DBZ56583,AI952,78385637,EB-54415-KQ-033,5630.24,Charlottesville,Keene,False,2021-11-06,Boeing 757F,,Gregg,French Polynesia,E982TA,2525,0,-13.9,23590.5,78.0,944.0,19299,1980-06-16,business
20:16:50,21:33:50,IQT21818,AI031,150177681,RA-62602-JL-413,5686.77,Balch Springs,Owensboro,False,2022-04-16,Cessna Citation II,,Joeann,Mauritius,Z791DC,644,5,9.0,7342.5,62.0,706.1,6892,1987-08-17,business
23:05:50,00:37:50,GUP91529,AI683,10220474,KX-71492-DI-019,2947.03,Marshalltown,Massillon,False,2022-01-23,Diamond DA62,,Ismael,North Korea,O741VT,1518,1,-10.2,24131.5,27.0,813.7,16982,1972-10-06,executive
12:58:50,14:13:50,SVF47140,AI035,59258061,FJ-44297-YC-737,5112.25,Eagle,Dania Beach,True,2021-12-16,Concorde,890552YG,Wonda,American Samoa,U128GZ,6256,1,-8.6,64154.9,82.0,1222.8,50266,1993-01-20,premium economy
19:36:50,22:33:50,BMI08686,AI623,185036533,BF-08495-EO-658,3671.71,Lino Lakes,Wildwood,False,2022-05-26,Cessna Citation Sovereign,,Shu,Swaziland,L631YL,2112,0,-13.9,19569.6,49.0,948.5,17659,1974-04-05,executive
03:19:50,05:33:50,DWW45934,AI933,94363837,YZ-97388-PP-204,3777.09,New Smyrna Beach,Maryville,False,2021-03-10,Learjet 60,,Albertine,St. Martin,O161NK,1754,0,-7.3,19913.8,32.0,828.2,17974,1987-07-25,business
07:35:50,09:45:50,OUX35198,AI079,97769910,OX-88409-MZ-113,4073.63,North Tonawanda,Gretna,True,2022-06-03,Boeing 737-800,006757EV,Danae,Dominica,P993DK,946,3,-12.3,7031.0,44.0,631.2,5130,1990-06-18,premium economy
20:19:50,22:09:50,ITU44117,AI965,56579212,MM-43499-OO-688,860.59,Port Hueneme,Adelanto,True,2021-02-23,De Havilland Canada DHC-8-100 Dash 8,105540JF,Omar,Angola,Z569KH,4126,1,-12.2,69720.7,54.0,1000.3,29087,1979-05-02,executive
19:42:50,21:12:50,JWF57972,AI386,59252864,PK-13054-ZE-182,3980.17,Kirkwood,Grayslake,True,2021-03-20,Airbus A321,416349QR,Grover,Afghanistan,M417RG,5106,0,-7.9,64316.6,64.0,1213.7,43968,1987-05-14,business
01:03:50,02:41:50,JBK75288,AI750,171629645,KI-83978-RK-109,502.8,Poway,Baldwin,False,2021-09-14,Boeing 737 MAX 10,,Jesus,Cambodia,M268YS,6428,0,-14.7,60572.9,32.0,1768.3,53662,1965-03-03,executive
01:33:50,02:51:50,FHP54103,AI836,137556121,ZC-83622-QB-955,1822.53,Clovis,Baldwin Park,False,2021-11-18,Cessna 162,,Burt,Guyana,S494WJ,2735,0,3.5,23065.0,100.0,939.4,20493,1965-11-14,executive
19:31:50,19:50:50,XKH23281,AI500,40072789,HS-74297-PT-514,4317.65,DeSoto,Norwich,True,2021-10-10,Diamond DA62,154005BN,Ermelinda,United Kingdom,I273OT,4651,1,-10.6,68683.5,22.0,1267.9,27701,1981-11-12,business
22:15:50,23:22:50,RBZ04314,AI279,93370378,ZM-61338-ON-791,7225.99,Cranston,Kannapolis,False,2022-04-10,Douglas DC-8-62,,Owen,Kuwait,R803IP,1966,0,-13.8,29684.6,49.0,824.5,12670,1983-07-06,business
15:41:50,16:30:50,GFX21505,AI482,173841558,JD-24573-UO-491,3540.59,Pearland,Conroe,False,2022-01-01,Boeing 757-300,,Claudio,South Georgia & South Sandwich Islands,O917IS,786,8,4.1,7206.6,67.0,693.6,6448,1993-06-07,premium economy
01:03:50,02:57:50,ESO48894,AI180,115829086,TF-95911-WJ-812,668.86,Kearny,Brownsburg,True,2021-06-24,Boeing 737-700,026377FB,Hank,Ecuador,M218NH,6166,1,-9.6,55479.0,106.0,1397.8,57677,1969-09-09,executive
00:44:50,01:17:50,ZDQ35242,AI885,141658007,BS-08784-IF-202,4498.04,Paradise,Gaithersburg,True,2022-04-07,Cessna 172 Cutlass RG,549008DW,Sidney,Vietnam,E450WZ,6003,1,-11.6,61143.0,60.0,1285.2,58883,1984-07-14,business
18:31:50,20:00:50,QVZ76135,AI302,64865745,VL-28317-IU-588,7124.29,Gulfport,Johnstown,True,2021-11-12,Canadair Challenger,959228OP,Corliss,Ireland,A996TD,524,6,-7.7,7091.6,48.0,654.6,7371,1971-11-06,executive
16:23:50,16:37:50,QJM65802,AI530,88031901,NV-64014-TR-745,5193.79,Sterling Heights,Biddeford,False,2022-05-25,Antonov AN-140,,Jerome,Burkina Faso,S925PQ,689,3,-13.3,7084.8,20.0,621.5,5528,1970-09-18,executive
17:55:50,19:40:50,DYU19213,AI836,37435695,HJ-89018-KT-467,2647.34,Ennis,South St. Paul,True,2021-09-02,Airbus A330-900neo,652530AW,Gregorio,Moldova,Y635OF,4743,0,-9.4,67641.9,101.0,1173.7,26880,1987-01-11,business
22:35:50,00:47:50,IMI16338,AI885,30936647,MH-27941-EK-606,623.46,Brownsburg,Nashville,True,2022-03-23,Canadair Regional Jet 200,256426PW,Suellen,Colombia,B611ZP,2613,0,-7.9,24978.0,28.0,945.2,21102,1978-01-15,executive
22:55:50,00:58:50,ACP66282,AI832,139622965,GQ-57488-VA-105,6748.17,Largo,St. Louis Park,True,2022-03-17,Airbus A350-900,899015PS,Oneida,Iceland,W934ZX,4758,1,-5.6,67183.1,34.0,1083.4,28237,1986-07-21,business
12:14:50,13:44:50,JSO09064,AI270,22925410,YV-77981-QZ-898,3020.42,Fair Lawn,Algonquin,True,2021-10-15,Antonov AN-24,278322RF,Latashia,Guernsey,T997LT,3551,0,-2.5,67466.7,48.0,991.5,26996,1992-08-01,premium economy
23:41:50,00:23:50,STN21721,AI404,80279578,AX-74734-VE-291,7469.29,Camas,Alexandria,False,2022-05-08,Boeing 747SP,,Perry,Wallis & Futuna,W618WP,2779,0,-1.2,22745.7,113.0,947.1,27441,1967-03-12,executive
19:36:50,22:30:50,BCY76077,AI658,174559643,HX-66709-KK-307,6975.55,Sapulpa,Murrysville,True,2021-02-28,Gulfstream/Rockwell (Aero) Commander,953306WY,Argentina,Croatia,O185MU,1395,2,1.5,12644.9,21.0,832.7,10000,1989-07-12,business
17:39:50,18:12:50,GWR09690,AI012,160710392,QC-84726-BA-119,2418.04,Wheaton,East Orange,False,2022-03-18,Douglas DC-8-72,,Jerry,Nepal,C488UO,3464,1,1.6,64455.0,72.0,909.2,28956,1995-08-02,premium economy
22:01:50,23:27:50,UXC76964,AI218,99600745,UI-91897-UQ-036,3104.47,Cleveland Heights,Collinsville,True,2022-03-27,Aquila A 210,250504LQ,Erick,Isle of Man,P313EY,3892,1,-13.5,62603.7,38.0,943.0,28401,1990-07-26,premium economy
18:55:50,21:33:50,BNA84467,AI777,76114882,OG-40803-LS-710,5770.39,Rutherford,Glenview,True,2021-10-12,Boeing 787-9,076345CJ,Glendora,Serbia,M211NN,4199,1,-11.8,56894.6,76.0,1294.0,25513,1987-01-11,business
23:48:50,01:08:50,ZFN79835,AI930,20555428,IE-10413-JD-137,5610.15,Rapid City,Valley Stream,True,2021-09-17,Boeing 777-8,805790ZS,Cordia,San Marino,R964FE,5243,1,6.0,63986.8,40.0,1002.2,35681,1993-11-17,premium economy
12:21:50,13:07:50,LOL00162,AI814,75047242,PZ-85034-MB-459,6710.38,Mamaroneck,Elmira,True,2022-04-27,Fokker F28 Fellowship,485247WA,Micki,Benin,E681EG,2918,1,-5.2,22845.5,118.0,935.3,27769,1984-09-29,business
01:05:50,03:01:50,UYV52174,AI320,28202679,KF-47620-PI-745,6753.19,Ballwin,Mooresville,True,2022-02-13,De Havilland Canada DHC-3 Otter,716206UE,Len,Armenia,W394HX,1561,0,-8.8,20163.1,115.0,840.1,17617,1972-11-03,executive
05:04:50,07:52:50,SYW44590,AI031,85456483,EB-66589-OA-668,4611.13,Cleburne,Naugatuck,False,2021-06-15,Boeing 727-200,,Tona,St. Vincent & Grenadines,S783YY,3970,0,9.9,69124.9,21.0,995.7,25262,1975-03-07,executive
01:26:50,02:21:50,GZG80765,AI847,124193941,SO-18115-UJ-077,6658.25,Los Banos,Barstow,False,2021-10-05,Boeing 787-9,,Tatum,Congo - Kinshasa,B120AC,3230,1,-5.8,40884.9,36.0,986.2,28695,1966-08-26,executive
02:22:50,05:00:50,YAX20146,AI305,49666854,JM-44417-BV-092,1633.77,Pittsfield,Prairie Village,False,2021-04-22,Boeing 777-200ER,,Jenice,Turks & Caicos Islands,J605AM,5280,1,1.7,65954.5,111.0,1297.3,36700,1984-08-10,business
19:22:50,21:00:50,LUZ02951,AI456,61847078,VA-00552-VQ-747,1561.01,Orange,Methuen,False,2021-04-25,Grumman G-21 Goose,,Nicky,Guinea-Bissau,K599LA,2837,1,7.2,23125.3,97.0,942.4,22109,1973-03-27,executive
17:28:50,18:48:50,IAP35513,AI592,63821007,HY-12174-NX-884,3369.07,Chattanooga,Elizabethtown,False,2022-01-12,De Havilland Canada DHC-8-300 Dash 8,,Noella,Comoros,P282GB,698,7,-10.6,7203.7,85.0,665.6,5474,1979-02-13,executive
11:43:50,13:07:50,RDG90575,AI571,60735174,YE-54308-JU-306,933.93,Elizabeth,Big Spring,False,2021-11-06,Embraer RJ140,,Fidelia,Kyrgyzstan,H339FA,3453,1,-12.7,61353.4,28.0,939.6,27547,1984-05-15,business
